date,price(USD),exchangeVolume(USD),generatedCoins,,,,,,,,,,,,,
2/26/2018,9669.43,7287690240,1762.5,,,,,,,,,,,,,
2/27/2018,10393.9,6966179840,2000,,,,,,,,,,,,,
2/28/2018,10687.2,6936189952,1937.499999,,,,,,,,,,,,,
3/1/2018,10385,7317279744,2062.5,,,,,,,,,,,,,
3/2/2018,10977.4,7620590080,1950,,,,,,,,,,,,,
3/3/2018,11101.9,6690570240,2250,,,,,,,,,,,,,
3/4/2018,11497.4,6084149760,1850,,,,,,,,,,,,,
3/5/2018,11532.4,6468539904,1862.5,,,,,,,,,,,,,
3/6/2018,11500.1,6832169984,1950,,,,,,,,,,,,,
3/7/2018,10803.9,8797910016,1962.5,,,,,,,,,,,,,
3/8/2018,9951.44,7186089984,2025,,,,,,,,,,,,,
3/9/2018,9414.69,8704190464,1825,,,,,,,,,,,,,
3/10/2018,9350.59,5386319872,1750,,,,,,,,,,,,,
3/11/2018,8852.78,6296370176,1912.5,,,,,,,,,,,,,
3/12/2018,9602.93,6457399808,2012.5,,,,,,,,,,,,,
3/13/2018,9173.04,5991139840,1975,,,,,,,,,,,,,
3/14/2018,9214.65,6438230016,1800,,,,,,,,,,,,,
3/15/2018,8290.76,6834429952,1800,,,,,,,,,,,,,
3/16/2018,8322.91,5289379840,1950,,,,,,,,,,,,,
3/17/2018,8321.91,4426149888,1862.5,,,,,,,,,,,,,
3/18/2018,7890.52,6639190016,1887.5,,,,,,,,,,,,,
3/19/2018,8344.12,6729110016,1937.5,,,,,,,,,,,,,
3/20/2018,8619.67,6361789952,1587.5,,,,,,,,,,,,,
3/21/2018,8937.48,6043129856,1900,,,,,,,,,,,,,
3/22/2018,8939.44,5530390016,1787.5,,,,,,,,,,,,,
3/23/2018,8736.25,5954120192,1662.499999,,,,,,,,,,,,,
3/24/2018,8901.95,5664600064,1950,,,,,,,,,,,,,
3/25/2018,8612.81,4569880064,1687.5,,,,,,,,,,,,,
3/26/2018,8498.47,5921039872,1875,,,,,,,,,,,,,
3/27/2018,8200,5378250240,1900,,,,,,,,,,,,,
3/28/2018,7836.83,4935289856,1687.5,,,,,,,,,,,,,
3/29/2018,7979.07,6361229824,1900,,,,,,,,,,,,,
3/30/2018,7171.45,6289509888,2025,,,,,,,,,,,,,
3/31/2018,6892.48,4553269760,1600,,,,,,,,,,,,,
4/1/2018,7003.06,4532100096,2025,,,,,,,,,,,,,
4/2/2018,6844.86,4333440000,1950,,,,,,,,,,,,,
4/3/2018,7102.26,5499700224,2037.5,,,,,,,,,,,,,
4/4/2018,7456.41,4936000000,1837.5,,,,,,,,,,,,,
4/5/2018,6848.65,5639320064,1950,,,,,,,,,,,,,
4/6/2018,6815.96,3766810112,1725,,,,,,,,,,,,,
4/7/2018,6630.51,3976610048,2250,,,,,,,,,,,,,
4/8/2018,6919.98,3652499968,2012.5,,,,,,,,,,,,,
4/9/2018,7044.32,4894060032,1837.5,,,,,,,,,,,,,
4/10/2018,6795.44,4272750080,2050,,,,,,,,,,,,,
4/11/2018,6843.47,4641889792,2012.5,,,,,,,,,,,,,
4/12/2018,6955.38,8906250240,1925,,,,,,,,,,,,,
4/13/2018,7901.09,7764460032,2062.5,,,,,,,,,,,,,
4/14/2018,7874.67,5191430144,1712.5,,,,,,,,,,,,,
4/15/2018,7999.33,5244480000,2037.5,,,,,,,,,,,,,
4/16/2018,8337.57,5631309824,1762.5,,,,,,,,,,,,,
4/17/2018,8071.66,6900879872,2025,,,,,,,,,,,,,
4/18/2018,7944.43,6529909760,2000,,,,,,,,,,,,,
4/19/2018,8159.27,7063209984,2225,,,,,,,,,,,,,
4/20/2018,8286.88,8438110208,1712.5,,,,,,,,,,,,,
4/21/2018,8848.79,7548550144,1987.5,,,,,,,,,,,,,
4/22/2018,8925.06,6629899776,2000,,,,,,,,,,,,,
4/23/2018,8794.39,6925190144,1912.5,,,,,,,,,,,,,
4/24/2018,8934.34,10678800384,1987.5,,,,,,,,,,,,,
4/25/2018,9701.03,11083100160,1537.5,,,,,,,,,,,,,
4/26/2018,8867.32,8970559488,1762.5,,,,,,,,,,,,,
4/27/2018,9290.63,7566289920,1775,,,,,,,,,,,,,
4/28/2018,8939.27,7805479936,1600,,,,,,,,,,,,,
4/29/2018,9346.41,8853000192,1975,,,,,,,,,,,,,
4/30/2018,9426.11,8673920000,1937.5,,,,,,,,,,,,,
5/1/2018,9251.47,7713019904,1975,,,,,,,,,,,,,
5/2/2018,9104.6,7558159872,1750,,,,,,,,,,,,,
5/3/2018,9233.97,10207299584,1887.5,,,,,,,,,,,,,
5/4/2018,9695.5,8217829888,1725,,,,,,,,,,,,,
5/5/2018,9700.28,7651939840,2012.5,,,,,,,,,,,,,
5/6/2018,9845.31,7222280192,1712.5,,,,,,,,,,,,,
5/7/2018,9645.67,7394019840,1875,,,,,,,,,,,,,
5/8/2018,9380.87,7415869952,1737.499999,,,,,,,,,,,,,
5/9/2018,9223.73,7226890240,2000,,,,,,,,,,,,,
5/10/2018,9325.96,6906699776,1925,,,,,,,,,,,,,
5/11/2018,9052.96,8488520192,1587.5,,,,,,,,,,,,,
5/12/2018,8441.44,6821380096,2062.5,,,,,,,,,,,,,
5/13/2018,8515.49,5866379776,1850,,,,,,,,,,,,,
5/14/2018,8713.1,7364149760,1650,,,,,,,,,,,,,
5/15/2018,8705.19,6705710080,1825,,,,,,,,,,,,,
5/16/2018,8504.41,6760220160,2237.5,,,,,,,,,,,,,
5/17/2018,8370.05,5862530048,1650,,,,,,,,,,,,,
5/18/2018,8091.83,5764190208,1850,,,,,,,,,,,,,
5/19/2018,8255.73,4712399872,1925,,,,,,,,,,,,,
5/20/2018,8246.99,5191059968,1800,,,,,,,,,,,,,
5/21/2018,8522.33,5154990080,1962.5,,,,,,,,,,,,,
5/22/2018,8419.87,5137010176,1887.5,,,,,,,,,,,,,
5/23/2018,8037.08,6491120128,2025,,,,,,,,,,,,,
5/24/2018,7561.12,6049220096,1787.5,,,,,,,,,,,,,
5/25/2018,7592.3,4867829760,2200,,,,,,,,,,,,,
5/26/2018,7486.48,4051539968,2025,,,,,,,,,,,,,
5/27/2018,7362.08,4056519936,2049.999999,,,,,,,,,,,,,
5/28/2018,7371.31,5040600064,1950,,,,,,,,,,,,,
5/29/2018,7129.46,5662660096,1737.5,,,,,,,,,,,,,
5/30/2018,7469.73,4922540032,2175,,,,,,,,,,,,,
5/31/2018,7406.15,5127130112,2125,,,,,,,,,,,,,
6/1/2018,7500.7,4921460224,2075,,,,,,,,,,,,,
6/2/2018,7536.72,4939299840,1900,,,,,,,,,,,,,
6/3/2018,7632.09,4851760128,2037.5,,,,,,,,,,,,,
6/4/2018,7722.53,4993169920,2287.5,,,,,,,,,,,,,
6/5/2018,7500.9,4961739776,2187.5,,,,,,,,,,,,,
6/6/2018,7625.97,4692259840,1837.499999,,,,,,,,,,,,,
6/7/2018,7650.82,4485799936,1787.5,,,,,,,,,,,,,
6/8/2018,7685.14,4227579904,1806.25,,,,,,,,,,,,,
6/9/2018,7632.52,3845220096,1787.499999,,,,,,,,,,,,,
6/10/2018,7499.55,5804839936,1587.5,,,,,,,,,,,,,
6/11/2018,6799.29,4745269760,1749.999999,,,,,,,,,,,,,
6/12/2018,6905.82,4654380032,1812.5,,,,,,,,,,,,,
6/13/2018,6596.88,5052349952,1787.499999,,,,,,,,,,,,,
6/14/2018,6342.75,5138710016,1912.499999,,,,,,,,,,,,,
6/15/2018,6674.08,3955389952,1912.499999,,,,,,,,,,,,,
6/16/2018,6455.45,3194170112,2075,,,,,,,,,,,,,
6/17/2018,6545.53,3104019968,1962.499999,,,,,,,,,,,,,
6/18/2018,6510.07,4039200000,2050,,,,,,,,,,,,,
6/19/2018,6742.39,4057029888,1937.499999,,,,,,,,,,,,,
6/20/2018,6770.76,3888640000,1937.499999,,,,,,,,,,,,,
6/21/2018,6780.09,3529129984,2124.999999,,,,,,,,,,,,,
6/22/2018,6737.88,5079810048,1887.5,,,,,,,,,,,,,
6/23/2018,6090.1,3431360000,2000,,,,,,,,,,,,,
6/24/2018,6164.28,4566909952,2137.499999,,,,,,,,,,,,,
6/25/2018,6171.97,5500810240,1962.5,,,,,,,,,,,,,
6/26/2018,6253.55,3279759872,1825,,,,,,,,,,,,,
6/27/2018,6084.4,3296219904,1512.5,,,,,,,,,,,,,
6/28/2018,6153.16,3467800064,1962.5,,,,,,,,,,,,,
6/29/2018,5898.13,3966230016,1887.5,,,,,,,,,,,,,
6/30/2018,6214.22,4543860224,1762.499999,,,,,,,,,,,,,
7/1/2018,6411.68,4788259840,1837.499999,,,,,,,,,,,,,
7/2/2018,6380.38,4396930048,1762.5,,,,,,,,,,,,,
7/3/2018,6596.66,4672309760,1449.999999,,,,,,,,,,,,,
7/4/2018,6550.87,4176689920,1674.999946,,,,,,,,,,,,,
7/5/2018,6599.71,4999240192,1712.499999,,,,,,,,,,,,,
7/6/2018,6638.69,4313959936,1999.999946,,,,,,,,,,,,,
7/7/2018,6668.71,3961080064,1950,,,,,,,,,,,,,
7/8/2018,6857.8,3386210048,1975,,,,,,,,,,,,,
7/9/2018,6775.08,3718129920,1699.999999,,,,,,,,,,,,,
7/10/2018,6739.21,4052430080,1862.499946,,,,,,,,,,,,,
7/11/2018,6330.77,3644859904,1687.5,,,,,,,,,,,,,
7/12/2018,6396.78,3770170112,1762.5,,,,,,,,,,,,,
7/13/2018,6235.03,3805400064,1787.5,,,,,,,,,,,,,
7/14/2018,6247.5,2923670016,1662.5,,,,,,,,,,,,,
7/15/2018,6272.7,3285459968,1662.5,,,,,,,,,,,,,
7/16/2018,6357.01,4725799936,1500,,,,,,,,,,,,,
7/17/2018,6739.65,5961950208,1987.5,,,,,,,,,,,,,
7/18/2018,7315.32,6103410176,2174.999999,,,,,,,,,,,,,
7/19/2018,7378.2,5111629824,2137.499999,,,,,,,,,,,,,
7/20/2018,7467.4,4936869888,1925,,,,,,,,,,,,,
7/21/2018,7352.72,3726609920,1712.5,,,,,,,,,,,,,
7/22/2018,7417.8,3695460096,2275,,,,,,,,,,,,,
7/23/2018,7414.71,5132480000,2075,,,,,,,,,,,,,
7/24/2018,7716.51,7277689856,1987.499999,,,,,,,,,,,,,
7/25/2018,8379.66,5845400064,2212.499999,,,,,,,,,,,,,
7/26/2018,8176.85,4899089920,2062.5,,,,,,,,,,,,,
7/27/2018,7950.4,5195879936,2087.499998,,,,,,,,,,,,,
7/28/2018,8169.06,3988750080,1812.499999,,,,,,,,,,,,,
7/29/2018,8205.82,4107190016,2124.999891,,,,,,,,,,,,,
7/30/2018,8221.58,5551400000,1675,,,,,,,,,,,,,
7/31/2018,8181.2,5287530000,1837.499999,,,,,,,,,,,,,
8/1/2018,7769.04,4797620000,1874.999998,,,,,,,,,,,,,
8/2/2018,7634.19,4214110000,1912.499999,,,,,,,,,,,,,
8/3/2018,7562.14,4627150000,2075,,,,,,,,,,,,,
8/4/2018,7438.67,4268390000,2200,,,,,,,,,,,,,
8/5/2018,7031.08,3679110000,2000,,,,,,,,,,,,,
8/6/2018,7062.94,3925900000,1637.499999,,,,,,,,,,,,,
8/7/2018,6958.32,4682800000,1887.5,,,,,,,,,,,,,
8/8/2018,6746.85,5064430000,1962.499999,,,,,,,,,,,,,
8/9/2018,6305.56,4267040000,1862.5,,,,,,,,,,,,,
8/10/2018,6571.42,4528680000,2199.999999,,,,,,,,,,,,,
8/11/2018,6185.79,4047850000,2125,,,,,,,,,,,,,
8/12/2018,6283.65,5665250000,1937.499999,,,,,,,,,,,,,
8/13/2018,6341.36,4083980000,1874.999999,,,,,,,,,,,,,
8/14/2018,6287.66,5301700000,1700,,,,,,,,,,,,,
8/15/2018,6221.42,4895450000,2012.499999,,,,,,,,,,,,,
8/16/2018,6294.23,4328420000,1975,,,,,,,,,,,,,
8/17/2018,6340.91,4992990000,1900,,,,,,,,,,,,,
8/18/2018,6583.43,3984520000,2000,,,,,,,,,,,,,
8/19/2018,6422.57,3311170000,1812.499998,,,,,,,,,,,,,
8/20/2018,6500.51,3665100000,1875,,,,,,,,,,,,,
8/21/2018,6301.07,3377180000,1849.999999,,,,,,,,,,,,,
8/22/2018,6486.25,4668110000,1999.999999,,,,,,,,,,,,,
8/23/2018,6371.34,3426180000,1862.499999,,,,,,,,,,,,,
8/24/2018,6551.52,4097820000,1825,,,,,,,,,,,,,
8/25/2018,6719.95,3312600000,1687.5,,,,,,,,,,,,,
8/26/2018,6754.64,3295500000,2162.499999,,,,,,,,,,,,,
8/27/2018,6710.8,4019000000,2312.499999,,,,,,,,,,,,,
8/28/2018,6891.08,4659940000,1912.5,,,,,,,,,,,,,
8/29/2018,7091.71,4145880000,1737.5,,,,,,,,,,,,,
8/30/2018,7043.76,4463250000,1924.999999,,,,,,,,,,,,,
8/31/2018,6973.97,4495650000,1937.499998,,,,,,,,,,,,,
9/1/2018,7044.81,4116050000,1887.5,,,,,,,,,,,,,
9/2/2018,7189.58,4329540000,1799.999999,,,,,,,,,,,,,
9/3/2018,7279.03,4087760000,1799.999999,,,,,,,,,,,,,
9/4/2018,7263,4273640000,1575,,,,,,,,,,,,,
9/5/2018,7361.46,5800460000,1649.999997,,,,,,,,,,,,,
9/6/2018,6755.14,5523470000,1874.999999,,,,,,,,,,,,,
9/7/2018,6528.92,4264680000,1900,,,,,,,,,,,,,
9/8/2018,6460.17,3835060000,1875,,,,,,,,,,,,,
9/9/2018,6223.38,3671890000,2037.5,,,,,,,,,,,,,
9/10/2018,6301.57,3714100000,1687.5,,,,,,,,,,,,,
9/11/2018,6331.88,3849910000,1762.5,,,,,,,,,,,,,
9/12/2018,6317.01,4064230000,2099.999999,,,,,,,,,,,,,
9/13/2018,6354.24,4210910000,1849.999999,,,,,,,,,,,,,
9/14/2018,6515.41,4076220000,1650,,,,,,,,,,,,,
9/15/2018,6509.4,3216300000,1750,,,,,,,,,,,,,
9/16/2018,6536.68,3273730000,1737.499999,,,,,,,,,,,,,
9/17/2018,6514.06,3910780000,1687.5,,,,,,,,,,,,,
9/18/2018,6280.91,4180090000,1775,,,,,,,,,,,,,
9/19/2018,6371.85,4431340000,1950,,,,,,,,,,,,,
9/20/2018,6398.85,4348110000,1925,,,,,,,,,,,,,
9/21/2018,6513.87,6531940000,1799.999999,,,,,,,,,,,,,
9/22/2018,6735.05,4509660000,1937.499999,,,,,,,,,,,,,
9/23/2018,6715.32,4197500000,1875,,,,,,,,,,,,,
9/24/2018,6704.77,4177310000,1850,,,,,,,,,,,,,
9/25/2018,6603.64,4726180000,2112.5,,,,,,,,,,,,,
9/26/2018,6452.79,4437300000,1737.5,,,,,,,,,,,,,
9/27/2018,6495.29,4606810000,1787.5,,,,,,,,,,,,,
9/28/2018,6678.75,5014430000,1925,,,,,,,,,,,,,
9/29/2018,6643.1,4363690000,1900,,,,,,,,,,,,,
9/30/2018,6604.71,4002280000,2037.5,,,,,,,,,,,,,
10/1/2018,6619.85,4000970000,1975,,,,,,,,,,,,,
10/2/2018,6593.24,3979260000,1712.5,,,,,,,,,,,,,
10/3/2018,6553.86,3887310000,1812.5,,,,,,,,,,,,,
10/4/2018,6497.91,3838410000,1875,,,,,,,,,,,,,
10/5/2018,6574.15,3671500000,1625,,,,,,,,,,,,,
10/6/2018,6622.45,3259740000,1562.5,,,,,,,,,,,,,
10/7/2018,6590.68,3306630000,1774.999999,,,,,,,,,,,,,
10/8/2018,6600.19,3979460000,1687.5,,,,,,,,,,,,,
10/9/2018,6653.08,3580810000,1625,,,,,,,,,,,,,
10/10/2018,6640.29,3787650000,1800,,,,,,,,,,,,,
10/11/2018,6586.74,5181640000,1987.5,,,,,,,,,,,,,
10/12/2018,6239.25,3783500000,1650,,,,,,,,,,,,,
10/13/2018,6278.08,3064030000,1762.5,,,,,,,,,,,,,
10/14/2018,6288.49,3085320000,1425,,,,,,,,,,,,,
10/15/2018,6292.64,7370770000,2025,,,,,,,,,,,,,
10/16/2018,6601.41,4074800000,1687.5,,,,,,,,,,,,,
10/17/2018,6590.52,4088420000,1725,,,,,,,,,,,,,
10/18/2018,6542.33,3924080000,1725,,,,,,,,,,,,,
10/19/2018,6478.07,3578870000,1775,,,,,,,,,,,,,
10/20/2018,6460.92,3379130000,1787.5,,,,,,,,,,,,,
10/21/2018,6490.09,3253610000,1725,,,,,,,,,,,,,
10/22/2018,6486.05,3672860000,1937.5,,,,,,,,,,,,,
10/23/2018,6472.36,3716150000,1924.999999,,,,,,,,,,,,,
10/24/2018,6478.89,3424670000,1412.5,,,,,,,,,,,,,
10/25/2018,6484.65,3230550000,1712.5,,,,,,,,,,,,,
10/26/2018,6468.44,3306050000,1787.5,,,,,,,,,,,,,
10/27/2018,6480.84,3393250000,1700,,,,,,,,,,,,,
10/28/2018,6482.66,3445190000,1750,,,,,,,,,,,,,
10/29/2018,6492.35,4199910000,1825,,,,,,,,,,,,,
10/30/2018,6337.04,3781100000,1925,,,,,,,,,,,,,
10/31/2018,6336.99,4191240000,2037.5,,,,,,,,,,,,,
11/1/2018,6318.14,3789400000,1925,,,,,,,,,,,,,
11/2/2018,6378.92,4234870000,1787.5,,,,,,,,,,,,,
11/3/2018,6387.24,3658640000,2012.499999,,,,,,,,,,,,,
11/4/2018,6365.47,4390020000,1537.5,,,,,,,,,,,,,
11/5/2018,6363.62,4174800000,1800,,,,,,,,,,,,,
11/6/2018,6433.38,4700040000,1600,,,,,,,,,,,,,
11/7/2018,6468.5,4941260000,1624.999999,,,,,,,,,,,,,
11/8/2018,6522.27,4665260000,1512.5,,,,,,,,,,,,,
11/9/2018,6442.6,4346820000,1587.5,,,,,,,,,,,,,
11/10/2018,6386.13,3705320000,1637.5,,,,,,,,,,,,,
11/11/2018,6413.63,3939060000,1825,,,,,,,,,,,,,
11/12/2018,6411.76,4295770000,1750,,,,,,,,,,,,,
11/13/2018,6373.19,4503800000,1500,,,,,,,,,,,,,
11/14/2018,6351.24,7398940000,1687.5,,,,,,,,,,,,,
11/15/2018,5736.15,7032140000,1587.499999,,,,,,,,,,,,,
11/16/2018,5645.32,5279320000,1575,,,,,,,,,,,,,
11/17/2018,5578.58,4303150000,1812.5,,,,,,,,,,,,,
11/18/2018,5559.74,4159680000,1537.5,,,,,,,,,,,,,
11/19/2018,5620.78,7039560000,1575,,,,,,,,,,,,,
11/20/2018,4863.93,8428290000,1650,,,,,,,,,,,,,
11/21/2018,4465.54,6120120000,1312.5,,,,,,,,,,,,,
11/22/2018,4611.57,4569370000,1525,,,,,,,,,,,,,
11/23/2018,4360.7,4871490000,1562.5,,,,,,,,,,,,,
11/24/2018,4347.69,4679500000,1787.5,,,,,,,,,,,,,
11/25/2018,3880.78,6825640000,1587.5,,,,,,,,,,,,,
11/26/2018,4015.07,6476900000,1387.5,,,,,,,,,,,,,
11/27/2018,3765.95,5998720000,1637.5,,,,,,,,,,,,,
11/28/2018,3822.47,7280280000,1474.999999,,,,,,,,,,,,,
11/29/2018,4269,6503347767,1312.5,,,,,,,,,,,,,
11/30/2018,4289.09,6048016717,1262.5,,,,,,,,,,,,,
12/1/2018,4024.46,5375314093,1550,,,,,,,,,,,,,
12/2/2018,4200.73,5262697895,1425,,,,,,,,,,,,,
12/3/2018,4147.32,5089570994,1425,,,,,,,,,,,,,
12/4/2018,3886.29,5028069239,1725,,,,,,,,,,,,,
12/5/2018,3958.89,5302481574,1625,,,,,,,,,,,,,
12/6/2018,3754.07,5878333109,1687.5,,,,,,,,,,,,,
12/7/2018,3512.59,6835615448,1425,,,,,,,,,,,,,
12/8/2018,3421.91,5305024497,1587.5,,,,,,,,,,,,,
12/9/2018,3473.23,4947372847,1600,,,,,,,,,,,,,
12/10/2018,3612.05,5020968740,1550,,,,,,,,,,,,,
12/11/2018,3497.55,4696765188,1562.499999,,,,,,,,,,,,,
12/12/2018,3421.46,4139364829,1500,,,,,,,,,,,,,
12/13/2018,3487.88,4343372456,1637.5,,,,,,,,,,,,,
12/14/2018,3311.75,4372763663,1825,,,,,,,,,,,,,
12/15/2018,3244,3551763561,1862.5,,,,,,,,,,,,,
12/16/2018,3236.27,3744248994,1437.5,,,,,,,,,,,,,
12/17/2018,3253.12,5409247918,2000,,,,,,,,,,,,,
12/18/2018,3544.76,5911325473,1600,,,,,,,,,,,,,
12/19/2018,3706.82,6810689119,1862.5,,,,,,,,,,,,,
12/20/2018,3742.2,8927129279,1687.5,,,,,,,,,,,,,
12/21/2018,4133.7,7206015706,1750,,,,,,,,,,,,,
12/22/2018,3898.08,5605823233,2187.5,,,,,,,,,,,,,
12/23/2018,4020.99,6151275490,2200,,,,,,,,,,,,,
12/24/2018,4000.33,7240968501,1900,,,,,,,,,,,,,
12/25/2018,4081.03,6158207293,1987.5,,,,,,,,,,,,,
12/26/2018,3819.67,5326547918,1962.5,,,,,,,,,,,,,
12/27/2018,3854.69,5130222366,2175,,,,,,,,,,,,,
12/28/2018,3653.13,5631554348,2087.5,,,,,,,,,,,,,
12/29/2018,3932.49,4991655917,1725,,,,,,,,,,,,,
12/30/2018,3822.38,4770578575,2200,,,,,,,,,,,,,
12/31/2018,3866.84,4661840806,1937.5,,,,,,,,,,,,,
1/1/2019,3746.71,4324200990,1862.5,,,,,,,,,,,,,
1/2/2019,3849.22,5244856836,1887.5,,,,,,,,,,,,,
1/3/2019,3931.05,4530215219,1937.5,,,,,,,,,,,,,
1/4/2019,3832.04,4847965467,1862.5,,,,,,,,,,,,,
1/5/2019,3851.97,5137609824,2037.5,,,,,,,,,,,,,
1/6/2019,3836.52,5597027440,1762.5,,,,,,,,,,,,,
1/7/2019,4078.59,5228625637,1762.5,,,,,,,,,,,,,
1/8/2019,4028.47,5306593305,2112.5,,,,,,,,,,,,,
1/9/2019,4031.55,5115905225,2050,,,,,,,,,,,,,
1/10/2019,4034.41,6874143796,1950,,,,,,,,,,,,,
1/11/2019,3674.02,5538712865,1850,,,,,,,,,,,,,
1/12/2019,3686.97,4778170883,1725,,,,,,,,,,,,,
1/13/2019,3658.87,4681302466,1712.5,,,,,,,,,,,,,
1/14/2019,3557.31,5651384490,1862.5,,,,,,,,,,,,,
1/15/2019,3704.22,5537192302,1650,,,,,,,,,,,,,
1/16/2019,3631.51,5394457145,1662.5,,,,,,,,,,,,,
1/17/2019,3651.87,5464420383,1587.5,,,,,,,,,,,,,
1/18/2019,3677.99,5002961727,1725,,,,,,,,,,,,,
1/19/2019,3652.38,5955691380,1662.5,,,,,,,,,,,,,
1/20/2019,3725.45,5582489560,1962.5,,,,,,,,,,,,,
1/21/2019,3600.37,5004347059,1875,,,,,,,,,,,,,
1/22/2019,3575.08,5313623556,1625,,,,,,,,,,,,,
1/23/2019,3605.56,5433755649,1825,,,,,,,,,,,,,
1/24/2019,3584.5,5262869046,2024.999999,,,,,,,,,,,,,
1/25/2019,3607.39,5265847539,1725,,,,,,,,,,,,,
1/26/2019,3599.72,5098183235,1875,,,,,,,,,,,,,
1/27/2019,3604.69,5570752966,1712.5,,,,,,,,,,,,,
1/28/2019,3584.28,6908930483,1812.5,,,,,,,,,,,,,
1/29/2019,3468.87,5897159493,1825,,,,,,,,,,,,,
1/30/2019,3443.9,5955112627,1700,,,,,,,,,,,,,
1/31/2019,3485.41,5831198271,1937.5,,,,,,,,,,,,,
2/1/2019,3460.55,5422926707,1975,,,,,,,,,,,,,
2/2/2019,3484.63,5071623601,1800,,,,,,,,,,,,,
2/3/2019,3516.14,5043937584,1725,,,,,,,,,,,,,
2/4/2019,3467.21,5332718886,1837.5,,,,,,,,,,,,,
2/5/2019,3454.95,5227549545,1837.5,,,,,,,,,,,,,
2/6/2019,3469.09,5482196038,2050,,,,,,,,,,,,,
2/7/2019,3414.93,5004962683,2175,,,,,,,,,,,,,
2/8/2019,3401.38,7735623101,2037.5,,,,,,,,,,,,,
2/9/2019,3671.59,6158833645,1875,,,,,,,,,,,,,
2/10/2019,3673.2,6282256903,1750,,,,,,,,,,,,,
2/11/2019,3695.61,6277056434,1812.5,,,,,,,,,,,,,
2/12/2019,3642.75,6480384532,1600,,,,,,,,,,,,,
2/13/2019,3653.6,6438903823,1912.5,,,,,,,,,,,,,
2/14/2019,3631.17,6271044418,1762.5,,,,,,,,,,,,,
2/15/2019,3617.37,6091952231,1587.5,,,,,,,,,,,,,
2/16/2019,3615.27,5934744052,1875,,,,,,,,,,,,,
2/17/2019,3633.36,7039512503,1987.5,,,,,,,,,,,,,
2/18/2019,3671.37,9908216640,1937.5,,,,,,,,,,,,,
2/19/2019,3911.66,9933626655,1950,,,,,,,,,,,,,
2/20/2019,3946.68,8693373948,1625,,,,,,,,,,,,,
2/21/2019,4000.26,7775128102,1487.5,,,,,,,,,,,,,
2/22/2019,3952.41,7826525254,2025,,,,,,,,,,,,,
2/23/2019,3998.92,8922258316,1787.5,,,,,,,,,,,,,
2/24/2019,4145.46,10794227451,1712.5,,,,,,,,,,,,,
2/25/2019,3807,9318796067,1787.5,,,,,,,,,,,,,
2/26/2019,3878.7,7931218996,2012.5,,,,,,,,,,,,,
2/27/2019,3857.48,8301309684,1762.5,,,,,,,,,,,,,
2/28/2019,3848.26,8399767798,1874.999999,,,,,,,,,,,,,
3/1/2019,3853.76,7661247975,2025,,,,,,,,,,,,,
3/2/2019,3855.32,7578786076,1650,,,,,,,,,,,,,
3/3/2019,3862.27,7253558152,1825,,,,,,,,,,,,,
3/4/2019,3845.09,9029175788,1712.5,,,,,,,,,,,,,
3/5/2019,3759.83,10174126415,1862.5,,,,,,,,,,,,,
3/6/2019,3897.08,9175291529,1600,,,,,,,,,,,,,
3/7/2019,3903.38,9584165519,1775,,,,,,,,,,,,,
3/8/2019,3913.23,10638638944,1825,,,,,,,,,,,,,
3/9/2019,3894.55,10796103518,1725,,,,,,,,,,,,,
3/10/2019,3966.17,9713267607,1700,,,,,,,,,,,,,
3/11/2019,3953.74,10125901903,1775,,,,,,,,,,,,,
3/12/2019,3903.76,9809887079,1787.5,,,,,,,,,,,,,
3/13/2019,3913.05,9469184841,1687.5,,,,,,,,,,,,,
3/14/2019,3905.58,10480789570,1937.5,,,,,,,,,,,,,
3/15/2019,3926.66,9394210605,1912.5,,,,,,,,,,,,,
3/16/2019,3963.9,9856166973,2037.5,,,,,,,,,,,,,
3/17/2019,4047.72,8221625400,1825,,,,,,,,,,,,,
3/18/2019,4029.97,9646954186,2012.5,,,,,,,,,,,,,
3/19/2019,4032.69,9344919956,2175,,,,,,,,,,,,,
3/20/2019,4070.79,10175916388,2012.5,,,,,,,,,,,,,
3/21/2019,4083.95,10831212662,1787.5,,,,,,,,,,,,,
3/22/2019,4028.51,9252935969,2012.5,,,,,,,,,,,,,
3/23/2019,4022.71,9578850549,1812.5,,,,,,,,,,,,,
3/24/2019,4035.16,9144851065,1875,,,,,,,,,,,,,
3/25/2019,4024.11,10359818883,1850,,,,,,,,,,,,,
3/26/2019,3969.23,10707678815,1675,,,,,,,,,,,,,
3/27/2019,3984.24,10897131934,1862.5,,,,,,,,,,,,,
3/28/2019,4087.58,9353915899,1825,,,,,,,,,,,,,
3/29/2019,4068.3,10918665557,1837.5,,,,,,,,,,,,,
3/30/2019,4092.14,9732688060,1737.5,,,,,,,,,,,,,
3/31/2019,4105.46,9045122443,1737.5,,,,,,,,,,,,,
4/1/2019,4105.36,10157794171,1700,,,,,,,,,,,,,
4/2/2019,4156.92,21315047816,1962.5,,,,,,,,,,,,,
4/3/2019,4879.96,22899891582,1775,,,,,,,,,,,,,
4/4/2019,4971.31,18251810240,1750,,,,,,,,,,,,,
4/5/2019,4922.81,16837325387,1975,,,,,,,,,,,,,
4/6/2019,5036.79,16929795194,1737.5,,,,,,,,,,,,,
4/7/2019,5062.79,16655416140,1762.5,,,,,,,,,,,,,
4/8/2019,5199.84,17154113634,1850,,,,,,,,,,,,,
