date,price(USD),exchangeVolume(USD),generatedCoins,,,,,,,,,,,,,
4/9/2019,5289.92,14722104361,1650,,,,,,,,,,,,,
4/10/2019,5204.11,15504590933,1850,,,,,,,,,,,,,
4/11/2019,5325.08,16555616019,1962.5,,,,,,,,,,,,,
4/12/2019,5061.2,13675206312,1887.5,,,,,,,,,,,,,
4/13/2019,5088.85,10823289598,1687.5,,,,,,,,,,,,,
4/14/2019,5095.76,10391952498,1525,,,,,,,,,,,,,
4/15/2019,5167.32,12290155061,1812.5,,,,,,,,,,,,,
4/16/2019,5066.58,11618660197,1812.5,,,,,,,,,,,,,
4/17/2019,5236.14,12438480677,1725,,,,,,,,,,,,,
4/18/2019,5251.48,13256489918,1862.5,,,,,,,,,,,,,
4/19/2019,5298.15,13780238655,1900,,,,,,,,,,,,,
4/20/2019,5304.16,13169647522,1637.5,,,,,,,,,,,,,
4/21/2019,5335.88,13731844223,2025,,,,,,,,,,,,,
4/22/2019,5312.49,14601631648,1675,,,,,,,,,,,,,
4/23/2019,5399.37,15867308108,1450,,,,,,,,,,,,,
4/24/2019,5571.51,17048033399,2037.5,,,,,,,,,,,,,
4/25/2019,5466.52,15330283408,1787.5,,,,,,,,,,,,,
4/26/2019,5210.3,16812108040,1887.5,,,,,,,,,,,,,
4/27/2019,5279.47,13111274675,1712.5,,,,,,,,,,,,,
4/28/2019,5271.75,12819992056,2037.5,,,,,,,,,,,,,
4/29/2019,5284.86,13735490672,2037.5,,,,,,,,,,,,,
4/30/2019,5247.73,13878964574,1750,,,,,,,,,,,,,
5/1/2019,5350.91,13679528236,2137.5,,,,,,,,,,,,,
5/2/2019,5402.42,14644460907,2300,,,,,,,,,,,,,
5/3/2019,5505.55,18720780006,1900,,,,,,,,,,,,,
5/4/2019,5769.2,17567780766,1650,,,,,,,,,,,,,
5/5/2019,5831.07,14808830723,1612.5,,,,,,,,,,,,,
5/6/2019,5791.69,15737171804,1887.5,,,,,,,,,,,,,
5/7/2019,5745.6,18026409033,1587.5,,,,,,,,,,,,,
5/8/2019,5849.48,15320605300,1900,,,,,,,,,,,,,
5/9/2019,5982.32,16784645411,1875,,,,,,,,,,,,,
5/10/2019,6175.82,19419875368,1562.5,,,,,,,,,,,,,
5/11/2019,6379.67,28867562329,1625,,,,,,,,,,,,,
5/12/2019,7203.51,27773333680,1975,,,,,,,,,,,,,
5/13/2019,6971.18,28677672181,2087.5,,,,,,,,,,,,,
5/14/2019,7807.88,32031452227,1900,,,,,,,,,,,,,
5/15/2019,7989.37,28344112920,1862.5,,,,,,,,,,,,,
5/16/2019,8194.5,33167197581,1825,,,,,,,,,,,,,
5/17/2019,7886.93,30066644905,1887.5,,,,,,,,,,,,,
5/18/2019,7341.66,21354286562,1912.5,,,,,,,,,,,,,
5/19/2019,7267.96,25902422040,2037.5,,,,,,,,,,,,,
5/20/2019,8196.92,23843404340,2012.5,,,,,,,,,,,,,
5/21/2019,7977.97,25127245056,1912.5,,,,,,,,,,,,,
5/22/2019,7956.29,24719473175,2087.5,,,,,,,,,,,,,
5/23/2019,7677.27,24457107820,1975,,,,,,,,,,,,,
5/24/2019,7881.7,25919126991,1912.5,,,,,,,,,,,,,
5/25/2019,7991.89,22256813107,1750,,,,,,,,,,,,,
5/26/2019,8055.21,26677970091,2062.5,,,,,,,,,,,,,
5/27/2019,8674.07,27949839564,2087.5,,,,,,,,,,,,,
5/28/2019,8802.76,24226919267,2050,,,,,,,,,,,,,
5/29/2019,8718.59,23473479966,2175,,,,,,,,,,,,,
5/30/2019,8661.76,29246528551,2000,,,,,,,,,,,,,
5/31/2019,8320.29,25365190957,1462.5,,,,,,,,,,,,,
6/1/2019,8573.84,22488303544,1887.5,,,,,,,,,,,,,
6/2/2019,8565.47,20266216022,1637.5,,,,,,,,,,,,,
6/3/2019,8741.75,22004511436,1487.5,,,,,,,,,,,,,
6/4/2019,8210.99,24609731549,1925,,,,,,,,,,,,,
6/5/2019,7704.34,21760923463,2000,,,,,,,,,,,,,
6/6/2019,7819.63,19474611077,1962.5,,,,,,,,,,,,,
6/7/2019,7826.9,19141423231,1975,,,,,,,,,,,,,
6/8/2019,8036.77,16522722810,1550,,,,,,,,,,,,,
6/9/2019,7949.67,16610726547,1837.5,,,,,,,,,,,,,
6/10/2019,7692.28,18689275117,1962.5,,,,,,,,,,,,,
6/11/2019,8004.24,17107279932,1787.5,,,,,,,,,,,,,
6/12/2019,7925.43,19034432883,1637.5,,,,,,,,,,,,,
6/13/2019,8145.55,18669407147,1887.5,,,,,,,,,,,,,
6/14/2019,8230.9,19831162906,2112.5,,,,,,,,,,,,,
6/15/2019,8689.75,18371033226,1825,,,,,,,,,,,,,
6/16/2019,8841.44,23348550311,1625,,,,,,,,,,,,,
6/17/2019,8988.92,15562951919,1662.5,,,,,,,,,,,,,
6/18/2019,9335.47,15848210536,2037.5,,,,,,,,,,,,,
6/19/2019,9078.73,15546809946,2212.5,,,,,,,,,,,,,
6/20/2019,9273.06,17846823784,1800,,,,,,,,,,,,,
6/21/2019,9525.07,20624008643,1662.5,,,,,,,,,,,,,
6/22/2019,10175.92,29995204861,1762.5,,,,,,,,,,,,,
6/23/2019,10696.69,20998326502,2262.5,,,,,,,,,,,,,
6/24/2019,10853.74,19271652365,2212.5,,,,,,,,,,,,,
6/25/2019,11007.2,24879684533,1825,,,,,,,,,,,,,
6/26/2019,11778.58,45105733173,2062.5,,,,,,,,,,,,,
6/27/2019,13017.12,39977475223,1775,,,,,,,,,,,,,
6/28/2019,11162.17,35087757766,2037.5,,,,,,,,,,,,,
6/29/2019,12400.76,29923961128,2175,,,,,,,,,,,,,
6/30/2019,11931.99,27256473494,1900,,,,,,,,,,,,,
7/1/2019,10796.93,29378589324,1787.5,,,,,,,,,,,,,
7/2/2019,10588.68,31015895223,1975,,,,,,,,,,,,,
7/3/2019,10818.16,30796494294,2150,,,,,,,,,,,,,
7/4/2019,11972.72,25920294033,2087.5,,,,,,,,,,,,,
7/5/2019,11203.1,23838480210,2362.5,,,,,,,,,,,,,
7/6/2019,10982.54,21092024306,2225,,,,,,,,,,,,,
7/7/2019,11217.62,19369044277,1912.5,,,,,,,,,,,,,
7/8/2019,11446.6,23482551458,2225,,,,,,,,,,,,,
7/9/2019,12284.33,28167921523,1925,,,,,,,,,,,,,
7/10/2019,12571.54,33627574244,1612.5,,,,,,,,,,,,,
7/11/2019,12139.71,28595327690,1612.5,,,,,,,,,,,,,
7/12/2019,11354.3,23534692797,2050,,,,,,,,,,,,,
7/13/2019,11813.13,21042616384,1762.5,,,,,,,,,,,,,
